title,artist,num_artists,artists_followers,artists_popularity,num_sections,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,fade_in,fade_out,time_signature,explicit,popularity,genre,date,liked
Copenhague,Vetusta Morla,1,700859,60,14,0.559,0.742,9,-3.945,1,0.0243,0.411,0.0107,0.133,0.482,92.959,303693,0.33088,291.45108,4,False,63,latin rock,2008-04-21,Yes
Allí donde solíamos gritar,Love of Lesbian,1,577236,57,13,0.499,0.819,10,-6.781,1,0.0347,0.00577,0.00886,0.368,0.337,125.976,337453,6.53642,327.00662,4,False,56,cantautor,2009-03-24,Yes
I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,3,2529388.6666666665,72,7,0.628,0.744,7,-4.718,1,0.0379,0.0257,0,0.313,0.277,119.921,169397,0.07551,167.07338,4,True,75,ohio hip hop,2019-07-05,Yes
La Pared,Cupido,1,91177,47,9,0.635,0.373,11,-8.727,1,0.0312,0.111,0,0.287,0.251,119.841,289763,0.73723,269.06702,4,False,51,urbano espanol,2020-02-13,Yes
LA CANCIÓN,J Balvin,2,53850409.5,91,12,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573,0.36844,238.14966,4,False,88,reggaeton,2019-06-28,Yes
Midnight City,M83,1,2247767,70,10,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,243960,0.0,228.1883,4,False,80,french shoegaze,2011-10-17,Yes
Lego House,Ed Sheeran,1,112734371,90,9,0.592,0.637,11,-8.48,1,0.0992,0.562,0,0.13,0.565,159.701,185093,2.40327,181.12726,4,False,76,pop,2011-09-09,Yes
Dead,228k,1,3763,34,8,0.527,0.566,9,-8.885,0,0.0801,0.38,1.45e-05,0.112,0.158,156.67,178160,0.1683,167.42168,4,False,45,desconocido,2019-06-14,Yes
Silence,PaulWetz,1,30300,57,14,0.255,0.7,7,-9.673,1,0.0338,0.148,0.599,0.0893,0.0491,179.952,258500,0.0,253.59093,1,False,45,desconocido,2019-07-12,Yes
Where Are You Now,Lost Frequencies,2,3905234,76.5,9,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,148197,0.0,142.29768,4,False,88,belgian edm,2021-07-30,Yes
"El Tango De Roxanne - From ""Moulin Rouge"" Soundtrack",José Feliciano,3,128378.66666666667,53,12,0.324,0.472,7,-7.756,0,0.0434,0.54,0.0371,0.214,0.184,109.014,283933,0.14077,276.61932,4,False,60,latin pop,2001-09-03,Yes
Queen,Jessie J,1,11291087,71,6,0.586,0.656,7,-8.431,0,0.361,0.172,4.12e-05,0.0584,0.497,135.847,204040,2.46712,192.53986,3,True,44,dance pop,2018-05-24,Yes
Shake It Out,Florence + The Machine,1,6411390,77,9,0.475,0.814,10,-4.398,1,0.045,0.00451,0,0.109,0.204,107.699,278778,0.62649,262.5422,4,False,0,baroque pop,2011-01-01,Yes
Plegarias - Acústico Premios Gardel 2020,Nicki Nicole,1,4293380,80,8,0.494,0.19,3,-9.035,1,0.0314,0.971,0,0.143,0.348,130.138,179393,0.19655,172.31528,4,False,60,argentine hip hop,2020-10-12,Yes
Llórame - Acústico,Zetazen,2,61041.5,39,13,0.537,0.468,6,-8.551,1,0.0606,0.946,0,0.098,0.306,102.725,233454,0.91274,225.13487,3,False,44,spanish hip hop,2018-03-16,Yes
Better Now,Post Malone,1,40912485,88,12,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267,0.0,221.70993,4,True,84,dfw rap,2018-04-27,Yes
Circles,Post Malone,1,40912485,88,9,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,0.0,207.51672,4,False,89,dfw rap,2019-09-06,Yes
Me Quedaré,Estopa,1,1745337,68,11,0.641,0.853,4,-4.76,0,0.0591,0.377,0,0.262,0.629,156.014,197293,0.33011,191.62848,4,False,60,pop flamenco,2011-11-21,Yes
Aquellos Años Locos (Bonus Track),El Canto Del Loco,1,958041,63,4,0.636,0.914,3,-3.963,1,0.0598,0.212,0,0.383,0.6,114.111,141360,0.15624,127.86068,4,False,24,latin arena pop,2002-03-01,Yes
19 Dias y 500 Noches,Joaquín Sabina,1,2846422,67,12,0.708,0.67,4,-7.619,1,0.226,0.666,0,0.26,0.812,87.327,283867,0.29651,274.07672,4,False,56,cantautor,1999-09-27,Yes
Five Hundred Miles,Q-Town,1,721,18,9,0.812,0.453,4,-8.676,1,0.0477,0.302,0,0.104,0.877,135.967,239653,0.09261,227.82838,4,False,37,desconocido,2002-06-01,Yes
Mirando al cielo (feat. Rozalén) - X Aniversario,Huecco,2,479499.5,53.5,11,0.766,0.661,4,-5.818,1,0.122,0.258,0,0.128,0.797,91.027,243423,0.0,234.66667,4,False,46,spanish pop,2018-04-27,Yes
Siempre te pedí (feat. Travis Birds),La Pegatina,2,148720,49.5,8,0.641,0.955,4,-3.497,0,0.0599,0.0223,4.33e-05,0.345,0.64,111.956,200533,0.4756,195.21596,4,False,37,rumba catalana,2020-10-16,Yes
La posada de los muertos,Mägo de Oz,1,3813427,68,11,0.443,0.923,0,-3.043,1,0.0709,0.00146,0,0.0868,0.554,146.082,284960,0.18671,273.5659,4,False,61,celtic metal,2005-12-13,Yes
Eyes Don’t Lie - Acoustic,Tones And I,1,3011415,70,14,0.394,0.309,9,-5.738,0,0.0307,0.807,0,0.0956,0.19,86.955,297691,0.27868,281.51294,4,False,36,australian pop,2022-04-29,Yes
feel something,Bea Miller,1,3034178,67,11,0.737,0.417,0,-8.728,1,0.0985,0.247,5.12e-05,0.271,0.173,135.972,179313,0.23986,169.92363,4,False,31,alt z,2019-06-21,Yes
Thin Line (feat. Buffalo Madonna),Macklemore & Ryan Lewis,4,1180904.25,63.25,10,0.689,0.813,1,-6.54,1,0.263,0.622,1.43e-05,0.122,0.119,104.717,256180,0.29741,250.84517,4,True,45,pop rap,2012-10-09,Yes
Tan Joven y Tan Viejo,Joaquín Sabina,1,2846422,67,8,0.512,0.324,4,-8.937,1,0.0322,0.798,2.66e-05,0.0915,0.353,127.545,255333,0.28571,231.01534,4,False,26,cantautor,2019-09-20,Yes
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,3,23195067.333333332,83.33333333333333,10,0.715,0.655,0,-6.425,1,0.137,0.0525,0,0.115,0.531,95.078,207333,0.26753,198.01398,4,True,79,g funk,2011-10-11,Yes
Some Nights,fun.,1,3517002,67,10,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040,0.0,257.83438,4,True,72,baroque pop,2012-02-21,Yes
Danza dell'autumno rosa,Talco,1,94814,43,13,0.508,0.857,6,-4.741,0,0.0726,0.0429,2.62e-05,0.268,0.5,171.166,272907,0.12762,267.33133,4,False,49,indie veneto,2012-11-23,Yes
If I Lose Myself - Alesso vs OneRepublic,OneRepublic,2,9824690,79,12,0.519,0.754,2,-5.689,1,0.0402,0.258,3.75e-06,0.139,0.16,125.975,215187,0.27279,205.4966,4,False,72,piano rock,2014-01-01,Yes
Mil Recuerdos,Sueño de Papel,1,129,0,9,0.501,0.934,4,-4.987,0,0.142,0.0898,3.04e-06,0.0727,0.274,89.859,220973,0.0,215.12128,4,False,0,desconocido,2020-10-22,Yes
Sueños de papel (feat. Fito y Fitipaldis),La Fuga,2,1078766,58.5,9,0.467,0.739,9,-5.427,1,0.033,0.0298,0,0.0994,0.325,82.965,247267,3.2566,240.73288,4,False,29,latin rock,2017-11-10,Yes
Semifinales,La Maravillosa Orquesta del Alcohol,1,209251,56,8,0.417,0.203,3,-15.651,1,0.0378,0.568,0.0172,0.115,0.0608,107.54,200854,0.40054,181.56844,4,False,27,spanish indie pop,2020-12-11,Yes
Lighters,Bad Meets Evil,2,25189855,73,14,0.643,0.663,0,-8.237,1,0.265,0.351,0,0.127,0.181,90.079,303531,0.0,295.50876,4,True,0,detroit hip hop,2011-01-01,Yes
La senda del tiempo,Celtas Cortos,1,246207,51,9,0.307,0.693,2,-3.902,1,0.0281,0.0259,0.0237,0.212,0.357,149.607,270466,2.57161,262.32162,4,False,56,cantautor,1990,Yes
Cadillac solitario,Loquillo,1,310702,50,7,0.393,0.828,11,-4.147,0,0.0332,0.0746,0.00192,0.148,0.473,129.743,214560,0.1493,203.57515,1,False,58,cantautor,2009-11-13,Yes
Gotta Be Somebody,Nickelback,1,6357164,76,7,0.536,0.89,0,-5.222,1,0.0601,0.000354,0.00165,0.133,0.205,115.998,252653,0.2493,236.42558,4,False,65,alternative metal,2008-10-28,Yes
Bajo Tu Suela,Pignoise,1,193649,51,6,0.441,0.651,11,-5.509,1,0.0301,0.218,0,0.104,0.362,77.984,214587,0.44132,204.23692,4,False,23,spanish pop,2010-04-26,Yes
Personas,El Canto Del Loco,1,958041,63,11,0.575,0.885,8,-3.31,1,0.0344,0.0109,7.13e-06,0.0496,0.914,129.96,224013,0.06907,220.80435,4,False,43,latin arena pop,2008,Yes
Stand By,Extremoduro,1,1183892,62,10,0.466,0.629,7,-4.684,1,0.0421,0.279,0.436,0.141,0.396,132.663,207987,0.13796,197.4741,4,False,63,indie extremena,2002-03-01,Yes
512,Mora,2,4068854,82,7,0.818,0.673,4,-7.542,0,0.148,0.348,0,0.172,0.695,87.961,193636,0.0,186.28789,4,True,78,trap latino,2021-02-05,Yes
La Santa,Bad Bunny,2,51682280.5,91.5,8,0.744,0.868,1,-4.524,1,0.047,0.0326,0,0.0822,0.586,93.037,206420,0.1488,196.63239,4,True,84,reggaeton,2020-02-29,Yes
Hoy,Los De Marras,1,85200,46,8,0.681,0.934,11,-4.787,1,0.0397,0.0277,2.01e-05,0.106,0.899,102.51,202880,0.0,199.66258,4,False,54,punk urbano,2014-09-30,Yes
Cannabis,Ska-P,1,814428,60,10,0.563,0.913,7,-2.741,1,0.0543,0.176,8.24e-06,0.107,0.952,120.884,265427,0.27819,263.30847,4,False,59,ska,1996-03-01,Yes
Que Caro Es el Tiempo,El Canto Del Loco,1,958041,63,6,0.474,0.697,11,-3.318,1,0.0375,0.0194,0,0.147,0.462,125.107,177813,0.28458,165.40154,3,False,42,latin arena pop,2005,Yes
Con sólo una sonrisa,Melendi,1,3494549,72,10,0.709,0.757,2,-3.942,0,0.0343,0.27,0,0.194,0.449,127.988,229960,0.37732,222.81868,4,False,63,spanish pop,2005,Yes
Hawaiian Roller Coaster Ride,Mark Keali'i Ho'omalu,2,9873,55,7,0.693,0.587,5,-9.64,1,0.0296,0.224,8.46e-05,0.0768,0.892,114.6,209427,0.37796,202.95401,4,False,55,movie tunes,2002-01-01,Yes
Hotline Bling,Drake,1,76169063,95,9,0.903,0.62,2,-8.094,1,0.0587,0.00347,0.000119,0.0504,0.539,134.96,267067,0.0,247.11836,4,False,0,canadian hip hop,2016-05-06,Yes
Red Lights,Tiësto,1,6941175,84,15,0.653,0.829,10,-4.783,1,0.0377,0.000739,1.5e-06,0.225,0.545,124.989,263890,0.0,256.50504,4,False,0,big room,2013-12-13,Yes
Sweet Child O' Mine,Guns N' Roses,1,29034657,79,12,0.435,0.947,6,-4.759,1,0.0489,0.0876,0.0727,0.113,0.637,125.133,355267,0.26136,344.71765,4,True,0,glam metal,2004-03-23,Yes
Lucha De Gigantes,Love of Lesbian,2,402187,54.5,12,0.729,0.482,4,-6.5,0,0.0301,0.339,4.38e-05,0.159,0.361,108.133,206880,0.16263,196.55692,4,False,56,cantautor,2010-01-01,Yes
La lista de la compra (feat. María Jiménez),La Cabra Mecanica,2,59448.5,44.5,8,0.629,0.899,7,-5.832,0,0.246,0.292,0,0.278,0.29,109.282,221373,0.12463,211.67891,4,False,58,cantautor,2001-06-15,Yes
Restless,Kakkmaddafakka,1,188979,48,10,0.593,0.861,6,-4.559,0,0.0341,0.0102,0.000851,0.107,0.818,170.009,177747,0.09873,174.24834,4,False,0,bergen indie,2011-02-25,Yes
Por verte sonreír,La Fuga,1,312203,52,17,0.398,0.825,7,-2.961,1,0.0641,0.508,0,0.301,0.299,132.414,400173,0.33125,397.76944,4,False,54,latin rock,1998,Yes
Everything You Have Done - Meduza Edit,GENESI,2,319349,65.5,9,0.678,0.935,2,-6.382,1,0.0592,0.0459,0.202,0.198,0.485,124.989,156218,0.08204,151.37088,4,False,75,desconocido,2023-03-10,Yes
no creo en el Tao (Chao Chao),Aren,1,5265,30,7,0.526,0.551,6,-11.843,1,0.0936,0.0757,3.94e-05,0.0912,0.31,174.967,154971,0.0,150.06476,4,False,16,desconocido,2023-02-24,Yes
Remember (with David Guetta),Becky Hill,2,13384270.5,81.5,10,0.626,0.864,8,-3.12,1,0.0378,0.0682,0,0.087,0.555,123.833,161387,2.24073,154.97578,4,False,73,pop dance,2021-08-27,Yes
Obsessed (with Charlie Puth & Shenseea),Calvin Harris,3,14837368,77.66666666666667,8,0.733,0.74,1,-6.343,0,0.0333,0.246,3.3e-05,0.299,0.903,99.993,226497,0.0,214.4537,4,True,66,dance pop,2022-08-05,Yes
Reventar la Ciudad,Walls,2,158365.5,56,10,0.636,0.719,3,-5.335,1,0.0287,0.0505,0,0.336,0.602,100.016,209271,0.45256,201.25896,4,False,57,rap conciencia,2022-09-23,Yes
Daddy,Aya Nakamura,2,2236240,72.5,6,0.709,0.612,2,-5.984,0,0.17,0.136,2.21e-05,0.127,0.427,82.5,197387,0.41741,191.23955,4,False,67,basshall,2023-01-27,Yes
Cuando Éramos Dos,Sinsinati,2,75429.5,56.5,7,0.56,0.589,6,-5.612,0,0.0419,0.135,0,0.109,0.712,100.04,205059,0.10862,196.97488,4,False,56,spanish pop,2018-07-05,Yes
Budapest,George Ezra,1,4048814,75,7,0.717,0.455,5,-8.303,1,0.0276,0.0846,0,0.11,0.389,127.812,200733,0.16834,198.56544,4,False,0,folk-pop,2015-01-20,Yes
At My Worst - Ocevne Remix,Pink Sweat$,2,856573.5,52.5,8,0.7,0.393,0,-7.086,1,0.0305,0.813,0,0.112,0.619,92.005,177552,0.64971,168.34467,4,False,33,bedroom soul,2021-05-14,Yes
(You Make Me Feel Like) A Natural Woman,Aretha Franklin,1,3153229,70,11,0.603,0.271,5,-10.083,1,0.0284,0.679,0,0.141,0.405,110.89,165333,0.37324,156.56635,3,False,72,classic soul,1968-01-22,Yes
Where You Lead,Carole King,1,1393523,62,10,0.784,0.459,0,-10.446,1,0.0304,0.763,1.29e-06,0.0684,0.931,106.958,200147,0.19152,188.59247,4,False,62,brill building pop,1971,Yes
Medicine,Daughter,1,1316595,61,11,0.215,0.316,3,-12.201,1,0.0297,0.135,0.244,0.595,0.19,94.619,258986,4.80653,241.46431,3,False,2,shimmer pop,2011-11-21,Yes
All Night Long (All Night) - Recorded at Spotify Studios Stockholm,Benjamin Ingrosso,1,174756,64,9,0.649,0.718,8,-7.101,0,0.0506,0.0106,0.000198,0.117,0.715,112.049,188166,0.08707,182.04443,4,False,0,swedish pop,2019-03-15,Yes
Beige,Yoke Lore,1,173395,61,5,0.434,0.677,10,-7.535,1,0.119,0.384,0.0684,0.119,0.218,167.927,204209,0.40018,189.0743,4,False,0,nyc pop,2017-06-16,Yes
Berlin,RY X,1,473052,62,8,0.397,0.0666,7,-20.405,1,0.0383,0.963,0.158,0.107,0.0389,137.313,174172,0.2902,158.09306,4,False,67,indie folk,2016-05-06,Yes
Over My Head (Cable Car),The Fray,1,3943175,68,10,0.592,0.729,8,-4.156,1,0.0448,0.022,0,0.0653,0.709,116.03,236267,0.45868,227.76454,4,False,72,neo mellow,2005-09-13,Yes
How to Save a Life,The Fray,1,3943175,68,12,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,262533,0.4107,259.55847,4,False,82,neo mellow,2005-09-13,Yes
Holding On and Letting Go,Ross Copperman,1,44851,43,15,0.486,0.555,2,-9.466,1,0.0271,0.818,0.00269,0.109,0.0992,77.987,317441,5.77596,299.03238,4,False,47,acoustic pop,2012-01-09,Yes
You've Got a Friend,Carole King,1,1393523,62,16,0.473,0.263,8,-10.684,1,0.0336,0.88,4.41e-05,0.123,0.461,169.094,308973,0.21669,300.2456,4,False,67,brill building pop,1971,Yes
Piano Man,Billy Joel,1,5205105,76,20,0.334,0.472,0,-8.791,1,0.0277,0.6,3.62e-06,0.317,0.431,179.173,336093,0.08558,326.95438,3,False,67,album rock,2001-10-02,Yes
Grecia,Elsa y Elmar,3,375236,63,10,0.783,0.508,4,-8.92,1,0.0704,0.851,0.000183,0.127,0.295,99.007,200118,0.27447,191.02477,4,False,64,colombian indie,2020-01-23,Yes
What Do I Do,Sam Phillips,1,33610,42,10,0.476,0.258,0,-18.419,1,0.0299,0.715,1.31e-05,0.0471,0.191,108.256,240827,5.01551,213.6294,4,False,27,desconocido,1988-01-01,Yes
This City,Sam Fischer,1,235178,64,9,0.605,0.377,11,-6.213,1,0.0443,0.733,0,0.0808,0.519,73.877,194853,0.29596,186.63039,4,False,78,australian pop,2019-12-11,Yes
Nunca vas a comprender,Rita Payés,2,54128.5,54,14,0.678,0.284,1,-13.395,1,0.0365,0.909,0.0234,0.117,0.612,130.92,244632,0.0,233.71465,4,False,56,jazz catala,2021-04-16,Yes
Univers,Ferran Palau,1,19473,36,9,0.903,0.226,6,-10.512,1,0.107,0.395,0.00593,0.113,0.672,111.976,205116,0.0,198.24036,4,False,39,cantautor catala,2019-10-18,Yes
En las trincheras de la cultura Pop,Ivan Ferreiro,1,233153,53,5,0.66,0.374,1,-6.772,0,0.0276,0.238,0.000101,0.118,0.223,105.988,153667,0.11102,146.34956,4,False,48,cantautor,2023-03-10,Yes
Verde,Sílvia Pérez Cruz,1,151936,48,11,0.376,0.118,4,-13.016,1,0.0724,0.893,1.63e-05,0.107,0.278,180.237,177439,0.10494,170.31837,3,False,42,cantautor,2016-02-19,Yes
Camino de Montijo,Nuestro Pequeño Mundo (F),1,1688,14,8,0.399,0.489,3,-8.982,1,0.0412,0.0242,0.000116,0.247,0.421,87.797,171080,0.30195,162.9054,4,False,3,desconocido,2006-06-09,Yes
Freguesia de Arroios,Leo Middea,1,18767,39,7,0.846,0.394,9,-9.508,0,0.126,0.557,0.000207,0.0921,0.734,129.851,108800,0.23279,99.58458,4,False,46,nova mpb,2020-12-04,Yes
Alma Sinti,Patrick Saussois,1,1625,30,12,0.58,0.596,5,-9.597,0,0.0418,0.761,0.695,0.108,0.875,79.795,161200,0.56902,149.35075,4,False,22,gypsy jazz,1996-03-01,Yes
Las Vegas,Miss Caffeina,1,188339,49,10,0.683,0.637,2,-4.344,1,0.0355,0.00156,4.35e-06,0.0398,0.864,132.003,203493,0.0,198.25197,4,False,33,spanish indie pop,2022-02-04,Yes
Beacon,Matt Duncan,1,25835,50,9,0.716,0.454,8,-7.367,1,0.0391,0.415,0.000223,0.076,0.464,86.002,214360,2.41488,203.13977,4,False,64,lexington ky indie,2010-05-01,Yes
Dispara,Malmö 040,1,12111,49,7,0.611,0.587,0,-7.827,1,0.028,0.27,0,0.101,0.42,89.99,171359,0.33084,159.44562,4,False,33,desconocido,2022-03-04,Yes
Mierda de Fiesta,Ultraligera,1,1419,26,10,0.603,0.833,4,-3.25,1,0.0376,0.00894,4.42e-05,0.107,0.752,115.978,177867,0.92866,165.0126,4,False,23,desconocido,2021-10-15,Yes
Unwritten,Natasha Bedingfield,1,1604017,65,11,0.706,0.8,5,-6.333,1,0.0399,0.00584,0,0.0822,0.629,100.011,259333,0.20834,240.85478,4,False,79,dance pop,2004-08-30,Yes
HAPPY,NF,1,8563535,81,8,0.732,0.855,7,-4.064,1,0.0415,0.306,0,0.12,0.221,106.004,242691,0.44662,239.03783,4,False,82,hip hop,2023-04-07,Yes
plan,Alex Ponce,1,94566,62,8,0.74,0.565,8,-8.942,0,0.0332,0.289,0,0.118,0.575,130.034,199385,3.41914,192.05804,4,True,75,ecuadorian pop,2023-03-23,Yes
Muñequita de Cristal,MARLENA,1,24256,53,7,0.747,0.644,7,-4.883,1,0.209,0.0213,0,0.0783,0.599,110.021,192650,0.10463,188.12807,4,True,51,desconocido,2021-11-19,Yes
Orgasmo,Calcutta ,1,623277,60,9,0.653,0.428,11,-6.532,1,0.0405,0.463,0,0.0706,0.326,95.034,200211,0.19778,193.0333,4,True,36,italian adult pop,2017-12-15,Yes
Head Over Boots,Phil Dust,2,856,22,9,0.71,0.801,8,-4.92,1,0.0266,0.0278,8.46e-06,0.199,0.688,124.988,196349,0.17447,191.70395,4,False,41,desconocido,2022-08-12,Yes
El Wey,zzoilo,2,1521803.5,66.5,8,0.781,0.823,0,-4.877,1,0.0341,0.106,3.08e-05,0.193,0.821,111.997,197837,0.17905,195.05342,4,False,64,desconocido,2023-03-23,Yes
In For The Kill,Tiscore,1,2849,50,7,0.798,0.843,1,-3.099,1,0.0464,0.0935,0,0.26,0.814,124.024,172899,0.0,167.99057,4,False,52,desconocido,2022-01-21,Yes
Back To You,Lost Frequencies,3,1993783,74.66666666666667,9,0.669,0.542,0,-7.643,1,0.0301,0.2,0,0.131,0.404,115.966,157252,0.1922,150.60463,4,False,45,belgian edm,2023-03-10,Yes
SOS,Ali Abellán,2,269,5.5,8,0.512,0.582,11,-10.191,0,0.0643,0.0776,0.00021,0.0907,0.265,160.106,195000,5.49152,183.159,4,True,16,desconocido,2022-03-18,Yes
The Last Goodbye,ODESZA,2,769098.5,63.5,12,0.667,0.92,9,-2.71,1,0.0773,0.00752,0.00232,0.126,0.146,114.977,358983,0.0,346.1573,4,False,66,chillwave,2022-07-22,Yes
A Moment Apart,ODESZA,1,1495497,70,8,0.515,0.663,7,-7.896,0,0.0328,0.179,0.668,0.494,0.0756,120.024,234244,0.0,228.80363,4,False,68,chillwave,2017-09-08,Yes
Love Is Gone - Tiësto Remix,SLANDER,3,2481649.3333333335,71.66666666666667,6,0.414,0.765,6,-3.578,1,0.0479,0.00264,0,0.438,0.0398,130.105,169846,4.15057,163.77615,4,False,55,brostep,2021-12-10,Yes
Fairytale,Alexander Rybak,1,318902,59,11,0.586,0.714,2,-6.414,0,0.0271,0.434,1.87e-05,0.32,0.593,107.964,183093,0.53977,177.48172,4,False,72,desconocido,2009-05-29,Yes
Ego - Radio Edit,Willy William,1,225072,66,9,0.742,0.919,8,-2.562,1,0.0316,0.285,0.0106,0.365,0.556,99.999,207600,0.45265,204.97995,4,False,0,desconocido,2016-01-15,Yes
K-I-T-E,Blondee,3,17316,47.666666666666664,6,0.771,0.792,7,-5.636,1,0.0505,0.0211,0.00122,0.421,0.396,135.059,140445,0.0,132.95746,4,False,55,german dance,2021-05-13,Yes
END THE LIES,Basshunter,2,236943.5,51,9,0.603,0.959,0,-3.825,1,0.057,0.00853,0.000155,0.13,0.332,112.494,166600,0.19728,159.63719,4,False,45,eurodance,2022-09-02,Yes
Grace Kelly,MIKA,1,1324586,66,9,0.675,0.828,0,-5.799,1,0.0454,0.0242,0.0102,0.364,0.669,122.229,187733,2.57161,174.97397,4,False,74,pop rock,2006-01-01,Yes
Drive By,Train,1,4299328,72,7,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973,0.28431,186.68263,4,False,81,dance pop,2012-04-17,Yes
Miedo,M-Clan,1,306319,53,10,0.543,0.552,0,-4.805,1,0.0315,0.458,0.000618,0.406,0.41,139.861,297106,1.12227,290.03464,4,False,56,cantautor,2004-10-18,Yes
City Of Dreams - Radio Edit,Dirty South,3,1386705.3333333333,54.666666666666664,9,0.478,0.818,4,-5.076,1,0.0377,0.00292,0.00789,0.438,0.163,127.953,226867,3.75583,220.47926,4,False,61,australian dance,2013-01-01,Yes
Total Eclipse of the Heart,Bonnie Tyler,1,1752822,67,12,0.435,0.658,8,-8.179,1,0.0661,0.195,0,0.102,0.184,130.276,269787,0.34821,253.42259,4,False,1,europop,1999-02-08,Yes
Pistole Nella Fendi,Niko Pandetta,3,143875.33333333334,58,9,0.764,0.676,5,-6.695,1,0.0363,0.15,0,0.129,0.516,128.005,174375,0.0,171.7696,4,True,55,neomelodici,2022-01-14,Yes
All For You,Cian Ducrot,1,275664,67,8,0.551,0.268,2,-9.954,1,0.0427,0.805,0,0.0977,0.335,77.079,219381,0.09238,211.94014,3,True,71,irish pop,2022-04-07,Yes
Love Is a Bitch,Two Feet,1,1818906,70,10,0.532,0.178,9,-9.754,0,0.0541,0.614,0.14,0.0985,0.103,149.879,181467,0.29615,172.5591,3,True,76,indie poptimism,2017-05-19,Yes
I Lost a Friend,FINNEAS,1,1838352,67,10,0.453,0.208,11,-11.917,1,0.22,0.585,0,0.119,0.218,169.326,237020,3.959,220.10776,4,False,2,alt z,2020-08-07,Yes
Angel,FINNEAS,1,1838352,67,14,0.535,0.245,5,-12.53,1,0.0363,0.743,0.00338,0.298,0.238,130.133,311152,4.62077,288.17126,4,False,1,alt z,2019-06-11,Yes
Gold,Loi,1,60070,59,8,0.613,0.935,1,-2.653,0,0.0404,0.0255,0,0.184,0.859,77.498,170371,0.0,166.31873,4,False,76,desconocido,2022-09-16,Yes
Waiting For Love,Avicii,1,22925416,81,8,0.579,0.736,6,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999,230613,0.31347,225.01878,4,False,85,edm,2015-10-02,Yes
The River's Gonna Cry When You're Gone,Loving Caliber,1,125650,55,6,0.517,0.39,1,-11.772,0,0.0339,0.691,6.23e-05,0.0952,0.205,88.18,202164,0.0,194.6819,4,False,33,scandipop,2023-02-24,Yes
Parachute,Kyndal Inskeep,2,51739,47.5,8,0.245,0.487,0,-8.602,1,0.0619,0.0404,1.3e-06,0.14,0.15,58.664,174250,2.02594,168.86131,4,False,57,desconocido,2022-07-08,Yes
"Airplanes, Pt. II (feat. Eminem & Hayley Williams of Paramore)",B.o.B,3,24947707,75,14,0.665,0.878,6,-4.745,0,0.206,0.00325,0,0.0663,0.394,93.047,319293,0.2102,294.67282,4,True,61,atl hip hop,2010-04-27,Yes
Keep It Low,Martis,1,606,33,7,0.837,0.739,6,-6.569,0,0.0341,0.16,8.34e-06,0.0611,0.799,117.043,172000,1.08571,165.67438,4,False,53,desconocido,2021-04-30,Yes
Rockstars,Malik Harris,1,31257,54,10,0.648,0.639,7,-6.429,1,0.23,0.453,0,0.38,0.521,81.004,179707,0.09868,179.70667,4,False,62,desconocido,2022-02-04,Yes
Thrill of the Chase (feat. R.I.Pablo),Kygo,2,4186700.5,54.5,12,0.706,0.678,5,-5.451,1,0.0477,0.311,0,0.103,0.592,127.114,198533,0.23125,190.53134,4,False,50,edm,2022-11-11,Yes
One More Light,Linkin Park,1,23681524,85,11,0.593,0.2,8,-11.063,1,0.0311,0.904,0,0.0897,0.17,83.966,255067,0.25578,244.26231,4,False,74,alternative metal,2017-05-19,Yes
Never There,Sum 41,1,3582341,72,9,0.516,0.561,2,-5.364,1,0.0351,0.00264,0,0.556,0.141,139.95,260094,0.0,260.09375,4,False,56,alternative metal,2019-07-19,Yes
Message in a Bottle,Livingston,1,179361,52,7,0.667,0.639,11,-5.011,1,0.19,0.58,0,0.194,0.623,78.892,174684,0.0,172.3327,4,False,56,desconocido,2021-08-18,Yes
Monster - Robin Schulz Remix,LUM!X,3,1214065,73,9,0.475,0.815,8,-6.068,0,0.124,0.133,0,0.11,0.48,126.164,165947,0.0,157.01913,4,False,69,melbourne bounce international,2019-08-16,Yes
Cuore,Nessuno,1,13951,37,6,0.671,0.638,7,-7.45,0,0.187,0.543,0,0.31,0.226,92.031,172000,0.0,153.55937,4,False,45,desconocido,2020-12-18,Yes
RESPIRARE,Madame,1,639064,66,7,0.731,0.633,8,-8.366,0,0.0669,0.236,0,0.116,0.139,92.078,149500,0.09329,145.47302,4,True,56,italian adult pop,2023-03-30,Yes
