title,artist,num_artists,artists_followers,artists_popularity,num_sections,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,fade_in,fade_out,time_signature,explicit,popularity,genre,date,liked
Bingley,Levenkhan,1,2602,38,7,0.452,0.992,9,-1.166,0,0.149,0.00242,0.0147,0.318,0.239,95.07,191727,0.0,183.3854,4,False,45,desconocido,2020-11-02,No
se que no debo,Orslok,1,96004,52,7,0.517,0.745,1,-6.19,1,0.0441,0.0418,0.00072,0.158,0.498,164.998,129455,0.0,125.93923,4,False,54,hyperpop en espanol,2021-09-24,No
Corrido Espacial,Kidd Keo,3,1018175,62.333333333333336,11,0.887,0.711,2,-6.205,1,0.116,0.0609,0.000145,0.323,0.802,126.977,222831,0.0,218.10503,4,True,55,drill espanol,2021-10-07,No
Afrohard,Hard GZ,1,240947,58,6,0.619,0.901,2,-5.411,1,0.166,0.721,0,0.0977,0.77,104.302,195027,3.8371,188.18031,4,True,37,rap politico,2018-07-27,No
Sing For The Moment,Eminem,1,72105465,90,17,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,339547,0.0,331.13977,4,True,80,detroit hip hop,2002-05-26,No
Aventura,Maximus,2,59758.5,42,5,0.701,0.566,2,-7.503,0,0.0354,0.212,0.000978,0.165,0.441,123.991,147097,2.35683,142.3151,4,False,51,desconocido,2021-05-02,No
Ciudad Pecado,Costa,1,127885,50,8,0.714,0.9,10,-3.704,0,0.33,0.212,0,0.338,0.59,140.056,219429,0.0,204.64326,4,True,38,rap underground espanol,2014-12-23,No
Narkoman,Hard Bass School,1,98579,43,5,0.752,0.929,2,-0.486,1,0.111,0.115,0.013,0.0534,0.574,150.079,130850,0.0,127.20472,4,False,42,hard bass,2020-11-19,No
Consentia,DELLAFUENTE,1,758804,67,10,0.496,0.679,6,-7.835,0,0.106,0.541,0,0.105,0.298,104.054,201340,0.09184,192.31348,4,False,64,flamenco urbano,2016-12-21,No
Heroine,Dutch Disorder,1,7835,47,9,0.693,0.916,1,-3.569,0,0.113,0.0286,0.666,0.301,0.723,144.044,181255,0.12789,177.48753,4,False,62,desconocido,2007-04-30,No
Sublime,Sen Senra,1,147698,59,10,0.795,0.364,11,-11.269,1,0.0419,0.734,0.18,0.354,0.258,101.987,204000,3.59909,199.1982,4,False,33,urbano espanol,2021-02-17,No
Welcome to Chilis,Yung Gravy,3,945018.6666666666,66,11,0.839,0.454,10,-9.09,0,0.157,0.359,0,0.0755,0.804,159.987,157500,0.0,157.5,4,True,66,meme rap,2020-02-14,No
sriracha,bbno$,2,627895.5,63,7,0.919,0.484,5,-8.991,0,0.208,0.0949,0,0.0969,0.963,100.014,129600,0.0,127.28018,4,True,58,canadian hip hop,2019-04-19,No
Bad Trip,Zombie Americana,1,3577,32,7,0.394,0.716,5,-5.834,0,0.0578,0.0346,0,0.136,0.263,139.521,186857,0.0,177.18567,4,False,0,desconocido,2020-10-30,No
Planet X,Space 92,2,36097,47.5,5,0.792,0.836,7,-6.252,1,0.0648,0.006,0.878,0.108,0.183,130.003,227871,0.0,227.87129,4,False,56,french techno,2020-07-31,No
Forever In My Debt,Borgore,2,377811,50,6,0.653,0.762,10,-6.225,1,0.358,0.0299,1.18e-06,0.104,0.438,115.907,167586,0.0,158.70839,4,False,35,brostep,2019-09-27,No
Oreo,Shotgun Willy,2,212851.5,55.5,9,0.791,0.778,11,-5.557,1,0.0406,0.745,2.35e-06,0.303,0.88,136.982,128933,0.0,128.9327,4,True,65,meme rap,2020-08-21,No
Domingo,El Virtual,1,27873,43,6,0.807,0.425,6,-11.172,0,0.121,0.225,0,0.108,0.45,131.059,134589,0.15152,124.90014,4,True,0,urbano espanol,2021-02-19,No
Starkiller,ROBPM,2,12137,40,10,0.813,0.812,4,-7.742,1,0.129,0.000293,0.762,0.0658,0.174,130.0,240065,0.0,232.58849,4,False,48,dark techno,2020-05-11,No
Hello Cotto,Duki,1,8719692,83,14,0.843,0.785,10,-2.893,0,0.344,0.0472,0,0.0506,0.43,139.956,217250,2.02594,211.6615,4,True,73,argentine hip hop,2018-03-08,No
Mirándote,Rvfv,1,453081,73,7,0.689,0.739,0,-5.566,1,0.112,0.236,0.000147,0.111,0.473,106.447,135915,0.0,131.30304,4,True,73,drill espanol,2019-06-18,No
Control,Mobiius,1,4083,34,10,0.765,0.803,9,-5.327,1,0.158,0.0419,0.555,0.342,0.317,105.006,172571,2.44971,164.5482,4,False,27,dark clubbing,2021-07-09,No
Sod's Law,Woodju,2,8699,27,5,0.833,0.498,2,-11.342,1,0.372,0.397,0.0283,0.207,0.327,140.048,185143,4.39438,172.4604,4,False,38,desconocido,2019-09-06,No
Технокамикадзе,RAM,2,15585.5,31.5,6,0.725,0.906,5,-4.153,0,0.221,0.00678,0.000544,0.437,0.372,138.05,191304,3.47138,181.8819,4,True,0,russian rave,2020-11-13,No
Sons of Icarus,Chief Kelly,2,23019.5,40,7,0.646,0.456,1,-10.309,0,0.0304,0.09,0.00707,0.0791,0.0369,105.023,202005,0.09846,195.97061,4,False,0,desconocido,2019-01-25,No
Guille Asesino,C. Tangana,1,2458959,73,9,0.408,0.78,7,-7.273,1,0.123,0.109,0.00376,0.103,0.403,194.983,155267,0.0,155.26666,4,False,48,urbano espanol,2020-05-07,No
Cazame,Maria Becerra,2,3897086.5,80.5,11,0.583,0.458,0,-6.891,1,0.166,0.143,0.00599,0.107,0.295,98.013,199592,0.0,194.35683,4,False,60,pop argentino,2021-06-10,No
Taro,alt-J,1,3170498,70,11,0.35,0.476,5,-10.653,1,0.034,0.765,0.0039,0.0785,0.293,171.938,314987,0.0,287.0799,4,False,0,indie rock,2012-05-28,No
Let's Get It Started,Black Eyed Peas,1,7500793,80,8,0.781,0.723,11,-5.564,0,0.107,0.102,0,0.162,0.764,104.972,227880,0.3839,213.9893,4,False,62,dance pop,2007-01-01,No
Volando - Remix,Mora,3,28020760.333333332,86,12,0.659,0.688,6,-4.649,1,0.0673,0.207,0,0.113,0.632,153.979,273474,0.17338,268.9335,4,True,81,trap latino,2021-07-08,No
Wolves,Zatox,1,156557,50,13,0.435,0.871,0,-4.953,1,0.109,0.0322,0.0234,0.197,0.0372,159.743,270000,2.36263,259.68036,4,True,50,classic hardstyle,2020-10-12,No
So High,WATEVA,1,26603,40,4,0.587,0.854,7,-5.656,1,0.038,0.00152,0.761,0.438,0.132,122.022,200656,0.0,200.65573,4,False,33,estonian electronic,2019-12-06,No
Dolores - Remix,Choclock,3,3767730.6666666665,66.66666666666667,12,0.791,0.445,7,-5.638,1,0.332,0.0342,0.0021,0.0711,0.231,170.045,233075,0.33714,229.477,4,False,52,r&b en espanol,2020-04-10,No
N,Docman,1,533,21,8,0.867,0.526,1,-7.408,1,0.377,0.057,0,0.0736,0.482,89.998,184031,0.0,179.64697,4,True,41,desconocido,2020-05-26,No
BROKE,DALBASS,1,934,19,12,0.717,0.71,11,-4.293,0,0.229,0.135,0.328,0.317,0.312,149.001,174572,2.0898,168.31564,4,False,37,lithuanian edm,2019-06-26,No
Pablo Sanchez or Pete Wheeler,TrippyThaKid,1,68206,55,8,0.845,0.685,9,-1.89,1,0.37,0.199,8.02e-06,0.246,0.806,160.065,190119,0.0,127.47175,4,True,28,dark trap,2020-07-28,No
Confused,Hyume,1,2775,28,8,0.653,0.534,2,-10.322,0,0.0564,0.0236,0.267,0.114,0.126,154.055,193636,0.0,186.38658,4,False,30,high vibe,2018-01-22,No
En una Caja de Muerto,El Alfa,2,2892381,70.5,9,0.798,0.95,1,-2.376,1,0.0432,0.248,0.495,0.111,0.34,117.021,168005,0.20304,156.2877,4,False,28,dembow,2017-08-11,No
Mensaje Enviado,Ptazeta,2,87770.5,56,8,0.966,0.525,6,-7.932,0,0.19,0.0854,0,0.144,0.526,120.06,143250,0.12218,136.12698,4,False,43,rap canario,2020-03-06,No
Blind Boy,Earl Stan,1,3535,36,5,0.596,0.62,10,-8.529,0,0.0312,0.00074,0.00388,0.743,0.298,129.862,120476,0.0,116.64544,4,True,49,aesthetic rap,2020-07-29,No
Fella - Noro Remix,Radvilas RA,3,1255.6666666666667,25.333333333333332,7,0.772,0.66,4,-7.271,0,0.151,0.0159,0.0257,0.289,0.236,123.952,183392,0.42404,174.06839,4,False,38,lithuanian edm,2019-10-15,No
I'm a Pickle,Remzcore,1,37942,48,13,0.629,0.986,6,-0.565,0,0.465,0.0249,1.38e-06,0.841,0.0559,102.513,268098,0.0,262.6235,4,True,49,frenchcore,2019-09-06,No
S.O.L.O,Thr13tn,1,7205,32,3,0.765,0.614,5,-11.661,1,0.181,0.0981,9.49e-05,0.0899,0.326,139.989,103742,0.0,100.75138,4,True,0,sad lo-fi,2020-07-31,No
Chuleria,Mucho Muchacho,1,17842,37,6,0.778,0.562,0,-6.713,1,0.329,0.0101,0,0.132,0.554,91.208,197982,0.25542,185.98022,4,True,23,rap underground espanol,2019-10-24,No
Exuvia,Caparezza,1,885446,56,11,0.586,0.915,8,-5.079,1,0.12,0.023,0.000249,0.397,0.425,144.092,285114,0.08145,259.78485,1,False,28,italian adult pop,2021-03-30,No
El Síndrome Anuel,Foyone,2,88912.5,48.5,12,0.801,0.933,11,-6.335,0,0.408,0.214,0,0.282,0.393,92.141,365217,0.0,355.5904,4,True,0,boom bap espanol,2021-01-21,No
Nine Roses,Wiguez,1,2918,46,9,0.603,0.852,0,-5.674,0,0.243,0.00989,0.0409,0.187,0.337,172.04,219077,3.1405,216.8976,4,False,46,desconocido,2017-07-26,No
Бензопила,Horus,3,140013.33333333334,41.666666666666664,12,0.719,0.629,4,-9.699,0,0.331,0.39,0,0.28,0.565,154.054,249351,0.0,233.15157,4,True,33,russian hip hop,2019-03-15,No
Raving in Paris - Nico Moreno Remix,Paolo Ferrara,3,43654,34.333333333333336,12,0.57,0.835,6,-10.416,0,0.0474,0.0406,0.858,0.2,0.0369,138.014,382983,0.0,372.5874,4,False,0,spanish techno,2019-04-17,No
Die Trying,Digital Punk,1,38504,42,13,0.289,0.939,9,-4.135,0,0.341,0.0147,2.93e-05,0.352,0.144,154.928,232687,0.0,226.917,4,False,53,classic hardstyle,2018-09-28,No
Blap!,City the Mask,1,6404,31,10,0.862,0.914,9,-6.985,1,0.0724,0.127,0.00106,0.451,0.587,122.983,175122,0.59782,172.02502,4,True,28,desconocido,2020-02-07,No
Animality,JVLA,3,31315.333333333332,42.666666666666664,9,0.766,0.566,4,-7.784,1,0.0461,0.0195,0.192,0.0981,0.643,106.992,168317,0.0,168.31696,4,False,44,viral rap,2019-12-07,No
Bre Petrunko,FanEOne,1,6292,47,14,0.534,0.643,2,-9.859,1,0.267,0.0168,0.0177,0.16,0.342,159.825,247536,0.0,237.32535,4,False,0,g-house,2020-05-26,No
Lose My Mind - Radio Edit,Wildstylez,2,240686,58.5,8,0.522,0.819,0,-4.493,1,0.0365,0.00243,0.00343,0.307,0.374,75.02,183267,0.0,173.50531,4,False,54,classic hardstyle,2011-11-25,No
bad thoughts,bbno$,1,1227386,72,10,0.855,0.371,2,-11.087,1,0.115,0.122,2.22e-06,0.0978,0.232,94.994,152842,0.0,145.04926,4,True,52,canadian hip hop,2019-11-08,No
Breathe,ZABO,1,33987,40,6,0.561,0.547,5,-5.345,0,0.0825,0.0622,0.874,0.149,0.202,99.982,199200,0.0,191.27438,4,False,54,canadian electronic,2018-10-05,No
Most Wanted (Intro),Soto Asa,1,165063,59,6,0.74,0.604,9,-5.3,1,0.293,0.242,0.00192,0.141,0.579,194.102,138842,0.36526,133.68307,4,False,45,urbano espanol,2020-12-18,No
Soñar,Dollar Selmouni,2,37026.5,48.5,5,0.522,0.344,7,-8.523,0,0.0497,0.857,0.0198,0.111,0.286,100.002,137044,0.0,130.35683,4,True,27,spanish hip hop,2019-06-10,No
Lo Real,Hard GZ,3,166736.33333333334,55,9,0.684,0.567,3,-10.766,1,0.128,0.297,1.92e-06,0.096,0.575,100.095,206843,0.1283,200.37079,4,False,59,rap politico,2020-12-18,No
Undivided,BRAN,1,4179,48,8,0.243,0.749,7,-6.877,0,0.33,0.0747,0.0464,0.372,0.0831,160.015,149625,0.0,149.62498,4,False,32,traprun,2019-06-27,No
Wake up in the Sky,TRFN,2,16169,45,11,0.827,0.654,2,-5.818,1,0.0658,0.128,0.00269,0.348,0.185,124.009,206469,0.122,195.94159,4,False,46,g-house,2019-06-11,No
Octopus,ALan,1,1388,36,6,0.765,0.747,9,-4.558,1,0.0368,0.0469,0.841,0.157,0.215,90.036,171601,0.30186,164.72237,4,False,0,desconocido,2020-05-05,No
La Prisión,Rels B,1,5266657,82,9,0.843,0.545,0,-6.848,1,0.137,0.161,0.00545,0.0929,0.309,98.106,199898,0.30104,194.12463,4,False,68,r&b en espanol,2020-12-26,No
LOVE ON RAVE,ДЕТИ RAVE,1,94118,50,13,0.496,0.88,2,-4.271,1,0.0286,0.0204,0.437,0.131,0.0379,94.962,229895,0.0,219.06866,4,False,0,hard bass,2020-06-01,No
Take That,Hoober,2,6152.5,47,11,0.788,0.78,5,-4.94,0,0.312,0.457,0,0.286,0.666,149.999,262750,2.03755,256.8011,4,True,19,desconocido,2020-07-31,No
Americana,THYPONYX,2,4773,52.5,5,0.676,0.846,0,-6.851,1,0.0823,0.0454,5.25e-05,0.474,0.297,110.028,162000,0.0,156.71147,4,False,0,slap house,2020-10-08,No
Mil Millas,Sharif,2,104435.5,48.5,12,0.555,0.611,2,-6.032,1,0.163,0.294,0.00358,0.22,0.285,99.397,207117,0.1522,201.23573,4,False,0,spanish hip hop,2019-11-08,No
Forever,Mr. Mess,1,284,12,8,0.59,0.894,11,-6.065,0,0.0495,0.000739,0.261,0.226,0.0911,126.014,142916,2.47293,138.37932,4,False,0,desconocido,2020-10-02,No
Never Enuff,ANGELZ,2,14009,34,11,0.719,0.781,11,-4.175,0,0.138,0.0244,0.00539,0.952,0.625,121.974,223263,0.0,219.07446,4,False,40,bass house,2018-01-19,No
Tree of Life - Psy to Hard,Billx,1,84409,52,13,0.484,0.992,11,-1.642,1,0.209,0.0156,0.00485,0.229,0.055,160.108,313224,0.0,302.5502,4,False,0,frenchcore,2018-08-27,No
Hazme Five (Remix),Dirty Porko,6,74738,42.833333333333336,7,0.715,0.906,2,-3.433,1,0.193,0.246,0,0.057,0.515,135.147,200889,0.0,191.58784,4,False,0,rap espanol,2019-10-24,No
To Be,Pribe,1,5181,33,6,0.673,0.945,7,-5.739,1,0.0547,0.000132,0.0378,0.513,0.189,139.986,146087,0.32889,141.07864,4,False,38,german trance,2019-12-05,No
The Regular,Dave Childz,1,5177,31,13,0.886,0.485,1,-6.329,1,0.199,0.319,4.3e-06,0.148,0.17,119.982,256846,0.0,254.77515,4,True,43,desconocido,2018-03-07,No
Self Destruction,Diablo,3,373421,50.333333333333336,5,0.49,0.543,2,-7.405,0,0.0468,0.00322,0,0.379,0.274,90.816,120000,0.0,116.96472,3,True,40,desconocido,2020-06-12,No
Pikete Espacial,Cecilio G.,2,64652,41.5,10,0.633,0.834,4,-2.388,0,0.238,0.469,0,0.316,0.915,83.065,189231,0.0,187.04834,5,True,42,urbano espanol,2018-08-10,No
Bonfire,Childish Gambino,1,10977780,78,14,0.506,0.745,8,-6.044,1,0.331,0.0594,0,0.341,0.311,161.808,192947,0.12327,192.94667,4,True,5,atl hip hop,2011-11-15,No
Broken Ties,David Whistle,1,6859,45,9,0.62,0.953,0,-4.25,0,0.129,0.221,0,0.0939,0.096,139.957,212625,0.0,197.36382,4,False,46,desconocido,2018-08-21,No
Versos Perversos,Lil Bokeron,1,12854,34,6,0.644,0.628,1,-11.655,1,0.442,0.707,0,0.394,0.847,95.731,124238,0.0,120.95855,4,True,0,desconocido,2020-08-12,No
Los Niños de la Plaza,Cómplice,4,4551.25,17,13,0.725,0.862,1,-5.909,0,0.205,0.0757,0,0.0851,0.338,119.961,276000,0.0,270.9885,4,False,0,desconocido,2020-06-19,No
Traicionero (feat. Cromo X),C. Tangana,2,1230964,54,14,0.542,0.848,10,-3.658,1,0.0597,0.133,0.0363,0.171,0.513,117.998,207541,0.59179,199.34912,4,False,39,urbano espanol,2018-05-29,No
Song 2,Blur,1,2926821,70,8,0.658,0.709,8,-6.736,1,0.0904,0.00188,0.00447,0.0657,0.855,129.701,121880,0.22422,118.24762,4,False,70,alternative rock,2000-10-23,No
Save That Shit - Rock Version,Shaun Track,1,61490,33,9,0.582,0.72,11,-5.455,0,0.0283,0.0497,0,0.0737,0.333,110.039,192668,0.62095,182.5669,4,True,21,desconocido,2018-08-09,No
Eine Minute,Fynn Kliemann,1,268825,51,8,0.697,0.808,3,-4.522,0,0.156,0.372,0,0.635,0.42,129.846,224341,0.63855,220.43283,4,False,47,german pop,2020-05-29,No
Chemistry,Ferdinand fka Left Boy,1,170154,48,9,0.791,0.602,7,-8.899,0,0.11,0.56,0,0.188,0.282,93.003,233326,2.26395,216.36934,4,True,42,austrian pop,2018-04-06,No
I Like This F’n Song,Deorro,2,623636.5,52.5,8,0.613,0.884,1,-6.213,0,0.036,0.00168,0.837,0.258,0.111,140.009,193821,0.08726,187.78558,4,True,45,dutch house,2020-01-17,No
Idontknow,Jamie xx,1,752779,60,17,0.506,0.714,10,-7.802,0,0.291,0.513,0.871,0.053,0.719,160.065,321503,0.0,317.5793,4,False,0,electronica,2020-04-15,No
Who - Single Version,Modeselektor,2,199545,47.5,10,0.76,0.91,7,-8.472,1,0.0484,0.0442,0.00662,0.108,0.392,142.982,207988,0.09433,199.63356,4,False,0,electronica,2019-02-13,No
Body - Dzeko Remix,Loud Luxury,3,238634,65,10,0.652,0.945,5,-3.757,0,0.0547,0.00835,0.000187,0.126,0.656,125.968,165714,0.0,161.22195,4,False,30,edm,2018-08-27,No
Never Let Me Down,VIZE,2,136416,64.5,6,0.758,0.848,10,-3.84,1,0.0456,0.207,0,0.114,0.706,127.948,153149,0.26558,149.2927,4,False,42,german dance,2020-04-24,No
No Me Llores,Duki,2,4361494,65.5,10,0.538,0.676,11,-8.846,0,0.038,0.665,7.98e-06,0.135,0.158,82.522,191846,2.38005,177.801,3,True,0,argentine hip hop,2018-08-10,No
Veneno,Groove Delight,1,150642,45,11,0.741,0.86,6,-4.809,0,0.109,0.00827,0.58,0.283,0.52,125.943,166440,0.0,156.81596,4,False,0,brazilian edm,2018-12-13,No
Stockholm,Atlas Genius,1,337020,47,7,0.568,0.746,7,-5.437,1,0.0462,0.0054,0,0.162,0.409,125.04,191640,0.16254,187.66948,4,False,35,indietronica,2015-07-17,No
Rumble,Zayde Wølf,1,263996,55,9,0.581,0.72,2,-5.77,1,0.0407,0.0014,0.000193,0.235,0.109,126.017,208095,0.59215,200.53914,4,False,12,bossbeat,2019-08-16,No
Living Hell (feat. Blvkstn),Skan,4,46053.75,50,8,0.561,0.804,4,-4.682,0,0.225,0.0202,2.87e-05,0.112,0.401,76.494,194510,0.0,188.2906,4,True,3,traprun,2017-11-20,No
Gady,Feno,4,2613.75,30.75,7,0.721,0.685,9,-7.135,1,0.468,0.249,0,0.144,0.427,120.096,218038,0.0,208.56163,4,False,48,polish alternative rap,2020-04-06,No
un x100to,Grupo Frontera,2,35707493,91.5,6,0.569,0.724,6,-4.076,0,0.0474,0.228,0,0.27,0.562,83.118,194563,0.19732,186.35754,4,False,100,musica chihuahuense,2023-04-17,No
LA TOSTADA - Tony G Tapes,Tony Grox,2,2676,32,6,0.873,0.635,10,-12.696,0,0.289,0.0589,0.00396,0.303,0.754,125.003,161280,0.33079,140.03374,4,False,43,desconocido,2023-02-15,No
Qué Bello Es Vivir,El Kanka,1,247937,56,11,0.625,0.651,9,-5.092,1,0.0638,0.729,0,0.124,0.817,104.566,238760,1.17265,229.56409,4,False,55,cantautor,2013-04-22,No
Volar,El Kanka,2,162149,49.5,13,0.58,0.315,10,-10.374,0,0.0288,0.805,0,0.145,0.457,80.543,236693,0.28617,225.58186,4,False,50,cantautor,2015-07-07,No
La Hierba Bajo el Asfalto,84,1,24139,35,8,0.577,0.911,11,-3.688,1,0.035,0.353,0,0.359,0.708,142.994,172760,0.16209,160.74014,4,False,30,spanish rock,2011-05-29,No
Noches Prohibidas,ERRE,1,5755,43,11,0.622,0.33,4,-10.194,1,0.032,0.842,0,0.122,0.511,84.231,216819,0.26576,207.37741,4,False,55,desconocido,2019-08-14,No
Los Cobardes Viven Siempre,Malmö 040,1,12111,49,11,0.568,0.792,8,-4.396,1,0.0267,0.0139,0,0.228,0.536,99.96,214402,2.20009,205.99002,4,False,38,desconocido,2023-02-17,No
Doxxis,Yandel,2,9049287,81,8,0.8,0.68,4,-4.657,0,0.141,0.0309,0.00113,0.316,0.261,93.011,186601,0.09868,182.96744,4,True,47,latin hip hop,2023-01-13,No
Europeo,Sael,1,46197,55,7,0.78,0.808,1,-6.247,1,0.143,0.00907,0.381,0.102,0.508,113.031,190240,0.33088,171.94376,4,False,48,urbano latino,2023-02-10,No
Antes,Rvfv,2,227709,65.5,8,0.85,0.621,3,-6.302,0,0.183,0.621,0,0.0988,0.567,114.092,153684,0.0,150.6859,4,False,78,drill espanol,2023-03-10,No
Criminel,Maes,2,2077115,74.5,9,0.517,0.667,7,-4.929,1,0.267,0.143,0,0.124,0.459,126.163,163920,0.37714,151.31863,5,True,55,french hip hop,2023-03-08,No
COMO TE LLAMABAS?,David Marley,6,19286.833333333332,46,10,0.714,0.866,1,-3.185,1,0.206,0.246,0,0.747,0.704,129.917,248496,0.26671,243.50186,4,False,48,desconocido,2022-08-04,No
Te Gusta,Yandel,2,7950032.5,77.5,9,0.747,0.882,5,-2.649,0,0.0422,0.0501,3.06e-05,0.0926,0.692,93.003,200507,0.0927,196.09831,4,True,70,latin hip hop,2023-01-13,No
No Quiero Amarte (feat. Zion & Lennox),Justin Quiles,2,5700704.5,78,11,0.734,0.793,6,-4.731,1,0.0454,0.128,0,0.0658,0.511,89.961,235315,0.23224,226.94603,4,False,0,reggaeton,2018-04-20,No
La Rosa Negra (feat. Carnal),Musicologo Y Menes,2,88072.5,45,12,0.742,0.77,7,-6.696,0,0.0838,0.182,0,0.23,0.687,178.041,212080,0.0,208.27719,4,True,53,reggaeton,2013-05-24,No
Yo No Me Enamoro,Dalex,2,4344853,77,13,0.74,0.789,10,-4.478,0,0.172,0.231,0,0.196,0.789,179.873,211667,0.30757,208.10884,4,False,57,r&b en espanol,2019-05-10,No
Choukran,7ari,1,417623,48,8,0.857,0.724,6,-7.334,0,0.346,0.284,0,0.0584,0.777,131.046,151205,0.88222,146.605,4,True,41,arabic hip hop,2018-07-23,No
Fetty Wap,Maes,1,2484233,71,9,0.916,0.619,9,-4.893,1,0.311,0.294,2e-06,0.0869,0.564,129.975,164347,0.50989,155.20218,4,True,68,french hip hop,2023-03-09,No
Décembre,PLK,1,1442350,74,6,0.536,0.721,5,-6.407,0,0.332,0.263,0,0.257,0.473,88.077,141333,0.41791,127.83166,4,True,67,french hip hop,2023-02-27,No
Comforter (feat. Ayra Starr),ElGrandeToto,2,1716535.5,69.5,9,0.54,0.579,3,-5.135,0,0.247,0.0437,0,0.0719,0.561,132.813,216000,0.0,209.83293,5,False,65,arabic hip hop,2022-07-08,No
Silhouette,ElGrandeToto,1,1988176,65,9,0.606,0.799,3,-6.862,0,0.424,0.55,0,0.121,0.482,93.073,265806,0.0,258.0724,4,True,60,arabic hip hop,2022-11-14,No
Ghazali (feat. Bryan Mg),DYSTINCT,2,89681,65.5,11,0.598,0.654,7,-8.31,0,0.0565,0.486,9.7e-06,0.101,0.536,179.853,184661,0.08707,173.74911,3,False,74,belgian hip hop,2022-06-03,No
Namek,Jul,2,4409423,77.5,10,0.64,0.541,7,-7.731,0,0.162,0.755,0.000445,0.0966,0.765,88.127,186307,0.0,167.03275,5,True,65,french hip hop,2022-11-18,No
00:00,Lartiste,1,1871090,60,10,0.563,0.572,4,-8.769,0,0.125,0.64,0.00227,0.1,0.392,95.013,238940,0.2322,230.77731,4,True,61,french hip hop,2022-10-14,No
Jini,Oualid,2,60014.5,56,7,0.86,0.625,7,-6.814,0,0.114,0.461,1.64e-05,0.151,0.691,120.096,122972,0.0,119.2751,4,False,72,dutch hip hop,2022-09-09,No
Parle-moi,Dadju,2,3276851,72,9,0.732,0.711,4,-6.378,0,0.0538,0.175,1.6e-05,0.111,0.545,99.975,173307,0.50522,162.95764,4,False,2,french hip hop,2022-11-10,No
Si el cielo está gris (feat. Fito y Fitipaldis),Extrechinato y Tu,2,973744,53,11,0.625,0.666,4,-9.343,0,0.0331,0.109,0.00219,0.4,0.899,153.977,184040,0.20195,180.11719,4,False,42,indie extremena,2001-04-27,No
Borrachera - 2023,Fondo Flamenco,1,460829,59,9,0.7,0.763,1,-7.804,0,0.13,0.898,0,0.539,0.854,104.631,196807,0.32458,191.84328,4,False,49,flamenco fusion,2023-04-13,No
Camiseta de Rokanrol,Estopa,2,1795333,66.5,10,0.682,0.846,0,-5.119,1,0.0525,0.018,0,0.0957,0.423,129.993,229833,0.20925,214.84843,4,False,63,pop flamenco,2022-02-24,No
Hoy te la meto hasta las orejas,Extremoduro,1,1183892,62,8,0.366,0.796,9,-4.085,0,0.0607,0.0738,0.027,0.0503,0.94,80.467,222093,0.09293,219.27184,4,False,52,indie extremena,2002-03-01,No
"Buena, Bonita y Barata",El Barrio,1,1156841,61,10,0.623,0.944,4,-3.712,1,0.153,0.123,0,0.116,0.647,156.86,260705,0.0,252.98721,4,False,52,pop flamenco,2007-10-15,No
Dos Días,Fondo Flamenco,1,460829,59,8,0.708,0.75,7,-8.254,1,0.199,0.893,7.95e-05,0.18,0.963,107.692,230482,0.27324,219.37051,4,False,57,flamenco fusion,2023-03-23,No
Vuelve,Fondo Flamenco,1,460829,59,12,0.763,0.512,0,-9.329,1,0.0533,0.922,8.47e-06,0.116,0.849,102.769,217206,0.81782,210.75592,4,False,53,flamenco fusion,2023-01-26,No
Zafiro,J Abecia,3,4002.6666666666665,44.666666666666664,8,0.764,0.911,7,-3.837,1,0.0552,0.575,3.76e-05,0.323,0.555,92.942,136774,0.0,130.72833,4,False,53,flamenco urbano,2022-11-11,No
Todavía Sientes,Big Lois,4,12717,43,10,0.788,0.926,9,-4.782,0,0.139,0.621,2.25e-05,0.0868,0.939,100.027,228000,0.0,221.9073,4,False,0,flamenco urbano,2022-09-16,No
"Nana Cruel - Directo Mérida, Teatro Romano",Robe,1,107465,50,22,0.379,0.535,0,-8.288,1,0.041,0.0423,0.00974,0.879,0.21,110.586,440598,0.0,436.72092,3,False,29,indie extremena,2018-11-30,No
Entre interiores,Extremoduro,1,1183892,62,10,0.427,0.605,4,-8.396,0,0.0469,0.311,0.0287,0.0904,0.661,121.822,246987,0.13909,244.50612,3,False,50,indie extremena,2013-11-08,No
Lunares - Tangos,Kiki Morente,1,14677,36,8,0.712,0.72,6,-7.915,0,0.195,0.229,0,0.0684,0.706,168.134,178589,0.07556,170.03973,4,False,50,flamenco,2021-09-30,No
La Inocencia,Israel Fernández,3,36131,49.333333333333336,8,0.308,0.579,5,-5.337,0,0.0639,0.765,1.99e-05,0.187,0.554,92.409,224838,0.0,220.50249,5,False,47,cante flamenco,2021-04-22,No
Pufferbelly,Stan Christ,2,14878,45,13,0.622,0.996,4,-4.31,0,0.0911,0.0057,0.919,0.157,0.0581,149.997,307200,0.0,307.2,4,False,34,desconocido,2022-08-26,No
Bel Mercy,Jengi,1,36429,60,7,0.941,0.753,6,-4.905,1,0.0905,0.458,0.61,0.109,0.681,127.02,169606,0.0,165.03583,4,False,78,dutch pop,2022-12-02,No
Your Bad Company,Nico Moreno,1,111394,49,17,0.655,0.992,2,-7.438,1,0.0726,0.00395,0.854,0.243,0.217,154.983,319157,0.0,315.17606,4,False,12,techno rave,2019-05-24,No
